seed,target,n_pos,rate,auc_peer_stress,auc_exposure
909,rh_stress_8w,33,0.00075,0.7221972953544359,0.357446804111348
909,rh_stress_12w,41,0.0009318181818181818,0.7702889998940254,0.4673653776051853
909,rh_persistent_4of12,280,0.006363636363636364,0.13031364364135406,0.13439926153443993
1201,propagation_vulnerability,21,0.0004772727272727273,0.6287676261072654,0.4014968182866498
1201,rh_stress_1w,17,0.00038636363636363635,0.48019756296216054,0.07973535229520497
1201,rh_stress_2w,17,0.00038636363636363635,0.48019756296216054,0.07973535229520497
1201,rh_stress_4w,21,0.0004772727272727273,0.5762506780833709,0.20760232968332287
1201,rh_stress_8w,29,0.0006590909090909091,0.6887109764350955,0.401546787498657
1201,rh_stress_12w,37,0.000840909090909091,0.7521284790465692,0.513074569462896
1201,rh_persistent_4of12,250,0.005681818181818182,0.1393075657142857,0.14197202285714286
1302,propagation_vulnerability,24,0.0005454545454545455,0.9072870239827785,0.5870839586744285
1302,rh_stress_1w,22,0.0005,0.561323016880341,0.08033562235663286
1302,rh_stress_2w,22,0.0005,0.561323016880341,0.08033562235663286
1302,rh_stress_4w,31,0.0007045454545454546,0.6790432995680975,0.1839668564142332
1302,rh_stress_8w,47,0.0010681818181818182,0.7737186385263563,0.35445550880994253
1302,rh_stress_12w,64,0.0014545454545454545,0.821436471515386,0.4692763337581937
1302,rh_persistent_4of12,262,0.0059545454545454546,0.17597707934023518,0.14959601569233036
1403,propagation_vulnerability,8,0.0001818181818181818,0.8937548304237134,0.39400913802509546
1403,rh_stress_1w,16,0.0003636363636363636,0.5299853355765733,0.0778010185522008
1403,rh_stress_2w,16,0.0003636363636363636,0.5299853355765733,0.0778010185522008
1403,rh_stress_4w,18,0.0004090909090909091,0.5779637124278114,0.12126678085479413
1403,rh_stress_8w,22,0.0005,0.6472172036431438,0.26315430442493976
1403,rh_stress_12w,26,0.0005909090909090909,0.6944855526517417,0.36508373829290736
1403,rh_persistent_4of12,220,0.005,0.10663420407824245,0.10994715312097679
1504,propagation_vulnerability,30,0.0006818181818181819,0.7058376923660071,0.41678417102569937
1504,rh_stress_1w,24,0.0005454545454545455,0.5571471749742284,0.08016872839730763
1504,rh_stress_2w,24,0.0005454545454545455,0.5571471749742284,0.08016872839730763
1504,rh_stress_4w,34,0.0007727272727272727,0.6736759822429631,0.2295109054857898
1504,rh_stress_8w,54,0.0012272727272727272,0.7786125564876759,0.4712820953661986
1504,rh_stress_12w,74,0.001681818181818182,0.8270692663705913,0.5918618044352234
1504,rh_persistent_4of12,330,0.0075,0.20042758706830152,0.19275065747930414
1605,propagation_vulnerability,17,0.00038636363636363635,0.5400188040566476,0.2927695326135365
1605,rh_stress_1w,21,0.0004772727272727273,0.5427146506070538,0.07976534254985333
1605,rh_stress_2w,21,0.0004772727272727273,0.5427146506070538,0.07976534254985333
1605,rh_stress_4w,27,0.0006136363636363636,0.6400489020619555,0.19999309340495977
1605,rh_stress_8w,39,0.0008863636363636364,0.7443786129780534,0.4111365610194117
1605,rh_stress_12w,51,0.001159090909090909,0.7988267595372355,0.5314984079139858
1605,rh_persistent_4of12,260,0.005909090909090909,0.17116356266047625,0.1665582462804685
1706,propagation_vulnerability,4,9.09090909090909e-05,0.9754295845076825,0.517697631602873
1706,rh_stress_1w,13,0.00029545454545454547,0.508192980093769,0.0758974242389797
1706,rh_stress_2w,13,0.00029545454545454547,0.508192980093769,0.0758974242389797
1706,rh_stress_4w,15,0.00034090909090909094,0.5688712060929862,0.0918381266340798
1706,rh_stress_8w,19,0.0004318181818181818,0.6502700328730469,0.15078580583242285
1706,rh_stress_12w,23,0.0005227272727272727,0.7022435640764787,0.23010397727665943
1706,rh_persistent_4of12,215,0.004886363636363637,0.10747718104586099,0.09052006235543127
1807,propagation_vulnerability,7,0.0001590909090909091,0.6303860029680046,0.47078593672369956
1807,rh_stress_1w,13,0.00029545454545454547,0.45578501340431,0.07709095869234092
1807,rh_stress_2w,13,0.00029545454545454547,0.45578501340431,0.07709095869234092
1807,rh_stress_4w,15,0.00034090909090909094,0.5274070705922473,0.18690007957258156
1807,rh_stress_8w,19,0.0004318181818181818,0.6252245287737886,0.34347248034139144
1807,rh_stress_12w,23,0.0005227272727272727,0.6886485129084274,0.445691473111933
1807,rh_persistent_4of12,170,0.003863636363636364,0.12100844170659365,0.12562588074244072
1908,propagation_vulnerability,28,0.0006363636363636364,0.8199637594053358,0.45529379085392
1908,rh_stress_1w,23,0.0005227272727272727,0.566727073737161,0.0809514064169907
1908,rh_stress_2w,23,0.0005227272727272727,0.566727073737161,0.0809514064169907
1908,rh_stress_4w,31,0.0007045454545454546,0.6670513462930995,0.13353249613547374
1908,rh_stress_8w,47,0.0010681818181818182,0.7593030950372036,0.24754924384896632
1908,rh_stress_12w,65,0.0014772727272727272,0.8076865299262022,0.3570480867715419
1908,rh_persistent_4of12,322,0.007318181818181818,0.1794149818590538,0.1342258663698967
2009,propagation_vulnerability,14,0.0003181818181818182,0.5912327623724432,0.435585023806276
2009,rh_stress_1w,19,0.0004318181818181818,0.5138953543336298,0.08104636092858279
2009,rh_stress_2w,19,0.0004318181818181818,0.5138953543336298,0.08104636092858279
2009,rh_stress_4w,21,0.0004772727272727273,0.5578106000807744,0.13055311030480998
2009,rh_stress_8w,25,0.0005681818181818182,0.6244629903354179,0.2542076179647527
2009,rh_stress_12w,29,0.0006590909090909091,0.6724581013034453,0.34479739389362424
2009,rh_persistent_4of12,270,0.006136363636363636,0.09924960405179935,0.10713689220892514
2110,propagation_vulnerability,27,0.0006136363636363636,0.9185973547740995,0.6227474603523543
2110,rh_stress_1w,18,0.0004090909090909091,0.6504908573709447,0.07657678141057706
2110,rh_stress_2w,18,0.0004090909090909091,0.6504908573709447,0.07657678141057706
2110,rh_stress_4w,27,0.0006136363636363636,0.7589493047501371,0.2501644527660492
2110,rh_stress_8w,44,0.001,0.844363733568279,0.4886968580150398
2110,rh_stress_12w,60,0.0013636363636363637,0.8807123350022759,0.6096100743438021
2110,rh_persistent_4of12,202,0.004590909090909091,0.256371397220091,0.23375858294537613
